Label,Level,RuleId,Message,Xpath,Help
"results","pass","aria_content_in_landmark","Rule Passed","/html[1]/head[1]/meta[5]","https://able.ibm.com/rules/archives/2024.12.12/doc/en-US/aria_content_in_landmark.html#%7B%22message%22%3A%22Rule%20Passed%22%2C%22snippet%22%3A%22%3Cmeta%20content%3D%5C%22width%3Ddevice-width%2C%20initial-scale%3D1%2C%20shrink-to-fit%3Dno%5C%22%20name%3D%5C%22viewport%5C%22%3E%22%2C%22value%22%3A%5B%22VIOLATION%22%2C%22PASS%22%5D%2C%22reasonId%22%3A%22Pass_0%22%2C%22ruleId%22%3A%22aria_content_in_landmark%22%2C%22msgArgs%22%3A%5B%5D%7D"
"results","recommendation","element_attribute_deprecated","The HTML attribute(s) ""http-equiv"" is deprecated for the <meta> element in HTML 5","/html[1]/head[1]/meta[6]","https://able.ibm.com/rules/archives/2024.12.12/doc/en-US/element_attribute_deprecated.html#%7B%22message%22%3A%22The%20HTML%20attribute(s)%20%5C%22http-equiv%5C%22%20is%20deprecated%20for%20the%20%3Cmeta%3E%20element%20in%20HTML%205%22%2C%22snippet%22%3A%22%3Cmeta%20content%3D%5C%22ie%3Dedge%5C%22%20http-equiv%3D%5C%22x-ua-compatible%5C%22%3E%22%2C%22value%22%3A%5B%22RECOMMENDATION%22%2C%22FAIL%22%5D%2C%22reasonId%22%3A%22fail_elem_attr%22%2C%22ruleId%22%3A%22element_attribute_deprecated%22%2C%22msgArgs%22%3A%5B%22http-equiv%22%2C%22meta%22%5D%7D"
"results","pass","aria_content_in_landmark","Rule Passed","/html[1]/head[1]/meta[6]","https://able.ibm.com/rules/archives/2024.12.12/doc/en-US/aria_content_in_landmark.html#%7B%22message%22%3A%22Rule%20Passed%22%2C%22snippet%22%3A%22%3Cmeta%20content%3D%5C%22ie%3Dedge%5C%22%20http-equiv%3D%5C%22x-ua-compatible%5C%22%3E%22%2C%22value%22%3A%5B%22VIOLATION%22%2C%22PASS%22%5D%2C%22reasonId%22%3A%22Pass_0%22%2C%22ruleId%22%3A%22aria_content_in_landmark%22%2C%22msgArgs%22%3A%5B%5D%7D"
"results","pass","style_color_misuse","Rule Passed","/html[1]/head[1]/link[1]","https://able.ibm.com/rules/archives/2024.12.12/doc/en-US/style_color_misuse.html#%7B%22message%22%3A%22Rule%20Passed%22%2C%22snippet%22%3A%22%3Clink%20type%3D%5C%22image%2Fvnd.microsoft.icon%5C%22%20href%3D%5C%22%2Fsites%2Fdefault%2Ffiles%2Ffavicon.ico%5C%22%20rel%3D%5C%22icon%5C%22%3E%22%2C%22value%22%3A%5B%22VIOLATION%22%2C%22PASS%22%5D%2C%22reasonId%22%3A%22Pass_0%22%2C%22ruleId%22%3A%22style_color_misuse%22%2C%22msgArgs%22%3A%5B%5D%7D"
"results","pass","style_highcontrast_visible","Rule Passed","/html[1]/head[1]/link[1]","https://able.ibm.com/rules/archives/2024.12.12/doc/en-US/style_highcontrast_visible.html#%7B%22message%22%3A%22Rule%20Passed%22%2C%22snippet%22%3A%22%3Clink%20type%3D%5C%22image%2Fvnd.microsoft.icon%5C%22%20href%3D%5C%22%2Fsites%2Fdefault%2Ffiles%2Ffavicon.ico%5C%22%20rel%3D%5C%22icon%5C%22%3E%22%2C%22value%22%3A%5B%22VIOLATION%22%2C%22PASS%22%5D%2C%22reasonId%22%3A%22Pass_0%22%2C%22ruleId%22%3A%22style_highcontrast_visible%22%2C%22msgArgs%22%3A%5B%5D%7D"
"results","pass","style_viewport_resizable","Rule Passed","/html[1]/head[1]/link[1]","https://able.ibm.com/rules/archives/2024.12.12/doc/en-US/style_viewport_resizable.html#%7B%22message%22%3A%22Rule%20Passed%22%2C%22snippet%22%3A%22%3Clink%20type%3D%5C%22image%2Fvnd.microsoft.icon%5C%22%20href%3D%5C%22%2Fsites%2Fdefault%2Ffiles%2Ffavicon.ico%5C%22%20rel%3D%5C%22icon%5C%22%3E%22%2C%22value%22%3A%5B%22VIOLATION%22%2C%22PASS%22%5D%2C%22reasonId%22%3A%22Pass_0%22%2C%22ruleId%22%3A%22style_viewport_resizable%22%2C%22msgArgs%22%3A%5B%5D%7D"
"results","pass","aria_content_in_landmark","Rule Passed","/html[1]/head[1]/link[1]","https://able.ibm.com/rules/archives/2024.12.12/doc/en-US/aria_content_in_landmark.html#%7B%22message%22%3A%22Rule%20Passed%22%2C%22snippet%22%3A%22%3Clink%20type%3D%5C%22image%2Fvnd.microsoft.icon%5C%22%20href%3D%5C%22%2Fsites%2Fdefault%2Ffiles%2Ffavicon.ico%5C%22%20rel%3D%5C%22icon%5C%22%3E%22%2C%22value%22%3A%5B%22VIOLATION%22%2C%22PASS%22%5D%2C%22reasonId%22%3A%22Pass_0%22%2C%22ruleId%22%3A%22aria_content_in_landmark%22%2C%22msgArgs%22%3A%5B%5D%7D"
"results","pass","style_color_misuse","Rule Passed","/html[1]/head[1]/link[2]","https://able.ibm.com/rules/archives/2024.12.12/doc/en-US/style_color_misuse.html#%7B%22message%22%3A%22Rule%20Passed%22%2C%22snippet%22%3A%22%3Clink%20href%3D%5C%22https%3A%2F%2Fwww.acb.org%2Fhome%5C%22%20rel%3D%5C%22canonical%5C%22%3E%22%2C%22value%22%3A%5B%22VIOLATION%22%2C%22PASS%22%5D%2C%22reasonId%22%3A%22Pass_0%22%2C%22ruleId%22%3A%22style_color_misuse%22%2C%22msgArgs%22%3A%5B%5D%7D"
"results","pass","style_highcontrast_visible","Rule Passed","/html[1]/head[1]/link[2]","https://able.ibm.com/rules/archives/2024.12.12/doc/en-US/style_highcontrast_visible.html#%7B%22message%22%3A%22Rule%20Passed%22%2C%22snippet%22%3A%22%3Clink%20href%3D%5C%22https%3A%2F%2Fwww.acb.org%2Fhome%5C%22%20rel%3D%5C%22canonical%5C%22%3E%22%2C%22value%22%3A%5B%22VIOLATION%22%2C%22PASS%22%5D%2C%22reasonId%22%3A%22Pass_0%22%2C%22ruleId%22%3A%22style_highcontrast_visible%22%2C%22msgArgs%22%3A%5B%5D%7D"
"results","pass","style_viewport_resizable","Rule Passed","/html[1]/head[1]/link[2]","https://able.ibm.com/rules/archives/2024.12.12/doc/en-US/style_viewport_resizable.html#%7B%22message%22%3A%22Rule%20Passed%22%2C%22snippet%22%3A%22%3Clink%20href%3D%5C%22https%3A%2F%2Fwww.acb.org%2Fhome%5C%22%20rel%3D%5C%22canonical%5C%22%3E%22%2C%22value%22%3A%5B%22VIOLATION%22%2C%22PASS%22%5D%2C%22reasonId%22%3A%22Pass_0%22%2C%22ruleId%22%3A%22style_viewport_resizable%22%2C%22msgArgs%22%3A%5B%5D%7D"
"results","pass","aria_content_in_landmark","Rule Passed","/html[1]/head[1]/link[2]","https://able.ibm.com/rules/archives/2024.12.12/doc/en-US/aria_content_in_landmark.html#%7B%22message%22%3A%22Rule%20Passed%22%2C%22snippet%22%3A%22%3Clink%20href%3D%5C%22https%3A%2F%2Fwww.acb.org%2Fhome%5C%22%20rel%3D%5C%22canonical%5C%22%3E%22%2C%22value%22%3A%5B%22VIOLATION%22%2C%22PASS%22%5D%2C%22reasonId%22%3A%22Pass_0%22%2C%22ruleId%22%3A%22aria_content_in_landmark%22%2C%22msgArgs%22%3A%5B%5D%7D"
"results","pass","style_color_misuse","Rule Passed","/html[1]/head[1]/link[3]","https://able.ibm.com/rules/archives/2024.12.12/doc/en-US/style_color_misuse.html#%7B%22message%22%3A%22Rule%20Passed%22%2C%22snippet%22%3A%22%3Clink%20href%3D%5C%22https%3A%2F%2Fwww.acb.org%2Fnode%2F8351%5C%22%20rel%3D%5C%22shortlink%5C%22%3E%22%2C%22value%22%3A%5B%22VIOLATION%22%2C%22PASS%22%5D%2C%22reasonId%22%3A%22Pass_0%22%2C%22ruleId%22%3A%22style_color_misuse%22%2C%22msgArgs%22%3A%5B%5D%7D"
"results","pass","style_highcontrast_visible","Rule Passed","/html[1]/head[1]/link[3]","https://able.ibm.com/rules/archives/2024.12.12/doc/en-US/style_highcontrast_visible.html#%7B%22message%22%3A%22Rule%20Passed%22%2C%22snippet%22%3A%22%3Clink%20href%3D%5C%22https%3A%2F%2Fwww.acb.org%2Fnode%2F8351%5C%22%20rel%3D%5C%22shortlink%5C%22%3E%22%2C%22value%22%3A%5B%22VIOLATION%22%2C%22PASS%22%5D%2C%22reasonId%22%3A%22Pass_0%22%2C%22ruleId%22%3A%22style_highcontrast_visible%22%2C%22msgArgs%22%3A%5B%5D%7D"
"results","pass","style_viewport_resizable","Rule Passed","/html[1]/head[1]/link[3]","https://able.ibm.com/rules/archives/2024.12.12/doc/en-US/style_viewport_resizable.html#%7B%22message%22%3A%22Rule%20Passed%22%2C%22snippet%22%3A%22%3Clink%20href%3D%5C%22https%3A%2F%2Fwww.acb.org%2Fnode%2F8351%5C%22%20rel%3D%5C%22shortlink%5C%22%3E%22%2C%22value%22%3A%5B%22VIOLATION%22%2C%22PASS%22%5D%2C%22reasonId%22%3A%22Pass_0%22%2C%22ruleId%22%3A%22style_viewport_resizable%22%2C%22msgArgs%22%3A%5B%5D%7D"
"results","pass","aria_content_in_landmark","Rule Passed","/html[1]/head[1]/link[3]","https://able.ibm.com/rules/archives/2024.12.12/doc/en-US/aria_content_in_landmark.html#%7B%22message%22%3A%22Rule%20Passed%22%2C%22snippet%22%3A%22%3Clink%20href%3D%5C%22https%3A%2F%2Fwww.acb.org%2Fnode%2F8351%5C%22%20rel%3D%5C%22shortlink%5C%22%3E%22%2C%22value%22%3A%5B%22VIOLATION%22%2C%22PASS%22%5D%2C%22reasonId%22%3A%22Pass_0%22%2C%22ruleId%22%3A%22aria_content_in_landmark%22%2C%22msgArgs%22%3A%5B%5D%7D"
"results","pass","page_title_valid","Rule Passed","/html[1]/head[1]/title[1]","https://able.ibm.com/rules/archives/2024.12.12/doc/en-US/page_title_valid.html#%7B%22message%22%3A%22Rule%20Passed%22%2C%22snippet%22%3A%22%3Ctitle%3E%22%2C%22value%22%3A%5B%22VIOLATION%22%2C%22PASS%22%5D%2C%22reasonId%22%3A%22Pass_0%22%2C%22ruleId%22%3A%22page_title_valid%22%2C%22msgArgs%22%3A%5B%22Home%20Page%20%7C%20American%20Council%20of%20the%20Blind%22%5D%7D"
"results","pass","aria_content_in_landmark","Rule Passed","/html[1]/head[1]/title[1]","https://able.ibm.com/rules/archives/2024.12.12/doc/en-US/aria_content_in_landmark.html#%7B%22message%22%3A%22Rule%20Passed%22%2C%22snippet%22%3A%22%3Ctitle%3E%22%2C%22value%22%3A%5B%22VIOLATION%22%2C%22PASS%22%5D%2C%22reasonId%22%3A%22Pass_0%22%2C%22ruleId%22%3A%22aria_content_in_landmark%22%2C%22msgArgs%22%3A%5B%5D%7D"
"results","pass","style_color_misuse","Rule Passed","/html[1]/head[1]/link[4]","https://able.ibm.com/rules/archives/2024.12.12/doc/en-US/style_color_misuse.html#%7B%22message%22%3A%22Rule%20Passed%22%2C%22snippet%22%3A%22%3Clink%20href%3D%5C%22%2F%2Fcdn.jsdelivr.net%2Fnpm%2Fbootstrap%405.2.3%2Fdist%2Fcss%2Fbootstrap.min.css%5C%22%20media%3D%5C%22all%5C%22%20rel%3D%5C%22stylesheet%5C%22%3E%22%2C%22value%22%3A%5B%22VIOLATION%22%2C%22PASS%22%5D%2C%22reasonId%22%3A%22Pass_0%22%2C%22ruleId%22%3A%22style_color_misuse%22%2C%22msgArgs%22%3A%5B%5D%7D"
"results","manual","style_highcontrast_visible","Confirm Windows high contrast mode is supported when using CSS to include, position or alter non-decorative content","/html[1]/head[1]/link[4]","https://able.ibm.com/rules/archives/2024.12.12/doc/en-US/style_highcontrast_visible.html#%7B%22message%22%3A%22Confirm%20Windows%20high%20contrast%20mode%20is%20supported%20when%20using%20CSS%20to%20include%2C%20position%20or%20alter%20non-decorative%20content%22%2C%22snippet%22%3A%22%3Clink%20href%3D%5C%22%2F%2Fcdn.jsdelivr.net%2Fnpm%2Fbootstrap%405.2.3%2Fdist%2Fcss%2Fbootstrap.min.css%5C%22%20media%3D%5C%22all%5C%22%20rel%3D%5C%22stylesheet%5C%22%3E%22%2C%22value%22%3A%5B%22VIOLATION%22%2C%22MANUAL%22%5D%2C%22reasonId%22%3A%22Manual_1%22%2C%22ruleId%22%3A%22style_highcontrast_visible%22%2C%22msgArgs%22%3A%5B%5D%7D"
"results","pass","style_viewport_resizable","Rule Passed","/html[1]/head[1]/link[4]","https://able.ibm.com/rules/archives/2024.12.12/doc/en-US/style_viewport_resizable.html#%7B%22message%22%3A%22Rule%20Passed%22%2C%22snippet%22%3A%22%3Clink%20href%3D%5C%22%2F%2Fcdn.jsdelivr.net%2Fnpm%2Fbootstrap%405.2.3%2Fdist%2Fcss%2Fbootstrap.min.css%5C%22%20media%3D%5C%22all%5C%22%20rel%3D%5C%22stylesheet%5C%22%3E%22%2C%22value%22%3A%5B%22VIOLATION%22%2C%22PASS%22%5D%2C%22reasonId%22%3A%22Pass_0%22%2C%22ruleId%22%3A%22style_viewport_resizable%22%2C%22msgArgs%22%3A%5B%5D%7D"
"results","pass","aria_content_in_landmark","Rule Passed","/html[1]/head[1]/link[4]","https://able.ibm.com/rules/archives/2024.12.12/doc/en-US/aria_content_in_landmark.html#%7B%22message%22%3A%22Rule%20Passed%22%2C%22snippet%22%3A%22%3Clink%20href%3D%5C%22%2F%2Fcdn.jsdelivr.net%2Fnpm%2Fbootstrap%405.2.3%2Fdist%2Fcss%2Fbootstrap.min.css%5C%22%20media%3D%5C%22all%5C%22%20rel%3D%5C%22stylesheet%5C%22%3E%22%2C%22value%22%3A%5B%22VIOLATION%22%2C%22PASS%22%5D%2C%22reasonId%22%3A%22Pass_0%22%2C%22ruleId%22%3A%22aria_content_in_landmark%22%2C%22msgArgs%22%3A%5B%5D%7D"
"results","potentialviolation","style_color_misuse","Verify color is not used as the only visual means of conveying information","/html[1]/head[1]/link[5]","https://able.ibm.com/rules/archives/2024.12.12/doc/en-US/style_color_misuse.html#%7B%22message%22%3A%22Verify%20color%20is%20not%20used%20as%20the%20only%20visual%20means%20of%20conveying%20information%22%2C%22snippet%22%3A%22%3Clink%20href%3D%5C%22%2Fsites%2Fdefault%2Ffiles%2Fcss%2Fcss_wdnUfLvVKR_pbQDNknhYwDdjJXjNlLRgkcquEqj0YSE.css%3Fdelta%3D1%26language%3Den%26theme%3Dacb%26include%3DeJxlUNEOgjAM_KHJPom0W4WGbiXrUPHrxYkGw8vl7tLrpUXVarXA3AtjgbJ6_DqXELOz1Solj2DkIKAfRBHkYnUVzkOzRoJIpdHrlt3pqOmTANSlLtZ44swJRJpA0TCZo0fdVk0-lmUG6Xbpbkx38w27pHERcijwXL0oxHe1CYfJN-yC2Z-uI23tRycB5y4ImHFwvxN7hFJYfdZIB_f0inMikRkMZNvsMNYXt1599A%5C%22%20media%3D%5C%22all%5C%22%20rel%3D%5C%22stylesheet%5C%22%3E%22%2C%22value%22%3A%5B%22VIOLATION%22%2C%22POTENTIAL%22%5D%2C%22reasonId%22%3A%22Potential_1%22%2C%22ruleId%22%3A%22style_color_misuse%22%2C%22msgArgs%22%3A%5B%5D%7D"
